"rhoZ","Var_eps","theta1","theta2","theta3","theta4","ATT","Method"
"0.3","0.15","-0.0286853590660656","-0.107352431918295","-0.715567284389505","-0.460787725460411","-8.46684324507393","HL"
"0.3","0.2","0.0436031132827513","0.0461493576906721","-3.90836532233477","-1.87503090408304","-8.01919880397579","HL"
"0.3","0.25","-0.00733478163679589","0.40756905491488","-3.4185621243164","-1.34911559153441","-8.23200334476432","HL"
"0.3","0.3","0.0467468515325269","-0.148127857943163","-0.454467152936704","0.013752223718303","-8.3680778742376","HL"
"0.3","0.35","-0.0457667293854754","0.143641691566368","-2.45377458018233","-0.272773538420724","-8.16265442906104","HL"
"0.3","0.4","0.0293005762506077","-0.136809544200019","-0.854260931793099","-0.330327735490655","-7.67192384852216","HL"
"0.3","0.45","-0.0362559046099359","-0.119884840509789","-1.55682453567955","-0.696227087657614","-8.55309247615662","HL"
"0.3","0.5","0.0463656548205715","-0.0261193046360906","-1.27686638044887","-0.265181281113038","-7.91917822356082","HL"
"0.3","0","0","0","0","0","-13.8016601556431","HW"
"0.3","0.05","-2.24829404279614","-1.54925564345994","-8.23706470469256","-2.89513012943462","-15.5478872497941","HW"
"0.3","0.1","-0.988820105452315","3.19859558476886","-10.5410160500113","-3.95929177041523","-15.8096897141115","HW"
"0.3","0.15","2.046653666313","-0.280713210054969","-10.6194698966953","-2.28944378760184","-14.5037777998593","HW"
"0.3","0.2","-0.545466074856491","2.52799616527433","-8.576088243601","-1.78239824901776","-15.8186682167001","HW"
"0.3","0.25","2.18307554006338","-0.441300430605242","-12.5852438274126","-4.47850633252186","-14.8496011181349","HW"
"0.3","0.3","-0.452378278328432","-0.966201418925432","-7.49071131424864","-1.65050631577254","-15.7027583822394","HW"
"0.3","0.35","-0.838423624795948","-2.00061570154151","-9.45256033887531","-1.68949421573662","-14.2650641304885","HW"
"0.3","0.4","0.331542509393163","1.33473332631461","-6.24349090198293","-2.59666931568159","-14.3397911403859","HW"
"0.3","0.45","-0.843729443816992","-1.2228169878722","-5.78068916022163","-1.81338137316198","-14.4238940198685","HW"
"0.3","0.5","0.648293289149215","-0.666799654650988","-14.1120536265219","-2.31945649981085","-15.6533144019274","HW"
