"rhoZ","Var_eps","theta1","theta2","theta3","theta4","ATT","Method"
"0.3","0.35","-1.06819626463803","0.531531466321287","-0.261880179113976","-0.109730545004737","10.0779666908325","BCEB"
"0.3","0.4","-1.07582852387585","0.531749953404546","-0.258687982101102","-0.106774161997506","10.0472290296995","BCEB"
"0.3","0.45","-1.06381233493702","0.536664904067427","-0.270666575637119","-0.108414639832174","9.92337688935484","BCEB"
"0.3","0.5","-1.08137525865304","0.542673433829859","-0.261365285451584","-0.10768641116303","9.97168962065029","BCEB"
"0.3","0","-1.03629533031194","0.513359827883548","-0.255698450253426","-0.100919050906731","9.99217211083669","HL"
"0.3","0.05","-1.03711652365174","0.517336144522116","-0.258283251501793","-0.100973279793768","10.0121111016774","HL"
"0.3","0.1","-1.04445544144829","0.521904255259998","-0.258163178897376","-0.108747242197964","10.075025344228","HL"
"0.3","0.15","-1.0508583340118","0.525866225157497","-0.261423903187459","-0.101757997022031","10.0520679331566","HL"
"0.3","0.2","-1.0488024598549","0.529965541629522","-0.26682083113828","-0.103378519073855","10.1130920374273","HL"
"0.3","0.25","-1.06095063329708","0.524831437335862","-0.257102202485055","-0.100322679874316","10.1680692044","HL"
"0.3","0.3","-1.06359942747295","0.528722331518362","-0.26099426181359","-0.102853674355135","10.1900149158233","HL"
"0.3","0.35","-1.09321817081496","0.542599855796901","-0.2648979647566","-0.108623327092084","10.3584242049796","HL"
"0.3","0.4","-1.10649158458122","0.550377599284088","-0.269027807784727","-0.108669433581456","10.3673015761641","HL"
"0.3","0.45","-1.08453059817114","0.547194144885608","-0.274286259421527","-0.111232474203012","10.3652717391143","HL"
"0.3","0.5","-1.22916205096161","0.576244448896347","-0.236470329353959","-0.138304448726404","10.6929778400761","HL"
"0.3","0","-1.03629533032519","0.513359827892201","-0.255698450268494","-0.100919050899686","9.99217211118145","HW"
"0.3","0.05","-1.0371167449272","0.517540568034923","-0.258324656301624","-0.100990334928663","10.0100065700752","HW"
"0.3","0.1","-1.04310669642548","0.521373215876108","-0.258157691861791","-0.108708754036017","10.0596684992386","HW"
"0.3","0.15","-1.04991679495358","0.524667881966579","-0.261220021194422","-0.101603212598329","10.0473607742521","HW"
"0.3","0.2","-1.0452241883085","0.52756753895919","-0.266506985202328","-0.103318604749869","10.08516775684","HW"
"0.3","0.25","-1.05488614926009","0.521949393051385","-0.25701019457099","-0.100171053286699","10.1113181793698","HW"
"0.3","0.3","-1.05496487544336","0.523620618156808","-0.260711435480905","-0.10287147916179","10.0990406205882","HW"
"0.3","0.35","-1.06139111094707","0.527980075607988","-0.261869322389599","-0.109029579162275","10.1801200046816","HW"
"0.3","0.4","-1.07510023352081","0.530758378655994","-0.259387952605847","-0.106758810930006","10.2572390144441","HW"
"0.3","0.45","-1.05727255977154","0.536786927912082","-0.271922018921378","-0.107161203598306","10.0984662561749","HW"
"0.3","0.5","-1.06597764340021","0.535731203691681","-0.263773071396601","-0.107018094299755","10.2045076846217","HW"
