"rhoZ","Var_eps","theta1","theta2","theta3","theta4","ATT","Method"
"0.3","0.3","-1.02826743107328","0.518824620924226","-0.257078711717116","-0.10284891197275","10.0089248943761","BCEB"
"0.3","0.35","-1.03443158516922","0.516958174745745","-0.257676976415577","-0.0995336479547622","9.95623908612531","BCEB"
"0.3","0.4","-1.03330502904208","0.519353550656937","-0.255998249357131","-0.0994440782118788","9.95326913783378","BCEB"
"0.3","0.45","-1.02800326066107","0.521072088505675","-0.260743150866439","-0.103331452648074","9.94798180630118","BCEB"
"0.3","0.5","-1.04522809915618","0.519552290000179","-0.253764698295305","-0.100447609264705","9.97418538585046","BCEB"
"0.3","0","-1.0196323480575","0.508164303756253","-0.253155695182351","-0.101521302292367","9.99660533328183","HL"
"0.3","0.05","-1.01954931842462","0.51276953870502","-0.25265667634077","-0.102546949452164","10.0307375530301","HL"
"0.3","0.1","-1.02064049561695","0.509737632168064","-0.257401845304723","-0.102357494842504","10.0130522391979","HL"
"0.3","0.15","-1.02107976713116","0.512073754135975","-0.253633404365655","-0.102313675475927","10.0632256377479","HL"
"0.3","0.2","-1.02792099020765","0.514018424197941","-0.256764046125412","-0.104382222770831","10.0592454624476","HL"
"0.3","0.25","-1.02619160169279","0.512603907440277","-0.253957103331185","-0.10482652894533","10.0588515229016","HL"
"0.3","0.3","-1.02780579834325","0.517246424256088","-0.257219399615227","-0.103482203341256","10.100130928942","HL"
"0.3","0.35","-1.0388825625709","0.518599923089179","-0.257478585977816","-0.100350153586299","10.1457778147539","HL"
"0.3","0.4","-1.03808284845056","0.521853365540697","-0.257050406095001","-0.0999762920008124","10.1491679012147","HL"
"0.3","0.45","-1.03891323615063","0.524983184675221","-0.261496732742088","-0.103909805577582","10.1608725898357","HL"
"0.3","0.5","-1.06243471522973","0.526849501378434","-0.253478823468961","-0.102788495203582","10.3347824504387","HL"
"0.3","0","-1.01963234805391","0.508164303747371","-0.253155695189984","-0.101521302289197","9.99660533351542","HW"
"0.3","0.05","-1.01953388761339","0.512870688633303","-0.252683074139559","-0.102545240345659","10.029054754379","HW"
"0.3","0.1","-1.02050567650396","0.509563346718986","-0.257326391582343","-0.102345647598597","10.0125659870727","HW"
"0.3","0.15","-1.0211448380307","0.511718296562573","-0.253469483970669","-0.102263302040031","10.0714868982779","HW"
"0.3","0.2","-1.02663254936581","0.513180311048447","-0.256597193945787","-0.10431475991618","10.0475685323261","HW"
"0.3","0.25","-1.02306339209369","0.510898154672983","-0.253897567033917","-0.10479101678516","10.0294782029541","HW"
"0.3","0.3","-1.02600082266997","0.516745600190112","-0.257070478532925","-0.103158509641344","10.0865195593258","HW"
"0.3","0.35","-1.03718805706763","0.516945835370204","-0.2569592974059","-0.100266129827192","10.149805314246","HW"
"0.3","0.4","-1.03330718221418","0.520017502749178","-0.257017402793263","-0.0995989137960984","10.0974914373683","HW"
"0.3","0.45","-1.03170184995752","0.518649019769344","-0.260584845003343","-0.103428341081675","10.1261616641023","HW"
"0.3","0.5","-1.03945445210596","0.519158093216537","-0.255176605381385","-0.102195586835986","10.1188461875114","HW"
